"Jahr","Gebiet","Indikator_ID","Indikator_Name","Variable","Wert","Einheit","Datenquelle"
2015,"Kanton Zürich","G5","Bestand an Öl- und Gasheizungen","Oel",70884,"Anzahl Heizsysteme","Amt für Abfall, Wasser, Energie und Luft des Kantons Zürich"
2015,"Kanton Zürich","G5","Bestand an Öl- und Gasheizungen","Gas",52665,"Anzahl Heizsysteme","Amt für Abfall, Wasser, Energie und Luft des Kantons Zürich"
2016,"Kanton Zürich","G5","Bestand an Öl- und Gasheizungen","Oel",67934,"Anzahl Heizsysteme","Amt für Abfall, Wasser, Energie und Luft des Kantons Zürich"
2016,"Kanton Zürich","G5","Bestand an Öl- und Gasheizungen","Gas",52088,"Anzahl Heizsysteme","Amt für Abfall, Wasser, Energie und Luft des Kantons Zürich"
2017,"Kanton Zürich","G5","Bestand an Öl- und Gasheizungen","Oel",65749,"Anzahl Heizsysteme","Amt für Abfall, Wasser, Energie und Luft des Kantons Zürich"
2017,"Kanton Zürich","G5","Bestand an Öl- und Gasheizungen","Gas",52061,"Anzahl Heizsysteme","Amt für Abfall, Wasser, Energie und Luft des Kantons Zürich"
2018,"Kanton Zürich","G5","Bestand an Öl- und Gasheizungen","Oel",62742,"Anzahl Heizsysteme","Amt für Abfall, Wasser, Energie und Luft des Kantons Zürich"
2018,"Kanton Zürich","G5","Bestand an Öl- und Gasheizungen","Gas",51984,"Anzahl Heizsysteme","Amt für Abfall, Wasser, Energie und Luft des Kantons Zürich"
2019,"Kanton Zürich","G5","Bestand an Öl- und Gasheizungen","Oel",60221,"Anzahl Heizsysteme","Amt für Abfall, Wasser, Energie und Luft des Kantons Zürich"
2019,"Kanton Zürich","G5","Bestand an Öl- und Gasheizungen","Gas",52547,"Anzahl Heizsysteme","Amt für Abfall, Wasser, Energie und Luft des Kantons Zürich"
2020,"Kanton Zürich","G5","Bestand an Öl- und Gasheizungen","Oel",58000,"Anzahl Heizsysteme","Amt für Abfall, Wasser, Energie und Luft des Kantons Zürich"
2020,"Kanton Zürich","G5","Bestand an Öl- und Gasheizungen","Gas",54019,"Anzahl Heizsysteme","Amt für Abfall, Wasser, Energie und Luft des Kantons Zürich"
2021,"Kanton Zürich","G5","Bestand an Öl- und Gasheizungen","Oel",55812,"Anzahl Heizsysteme","Amt für Abfall, Wasser, Energie und Luft des Kantons Zürich"
2021,"Kanton Zürich","G5","Bestand an Öl- und Gasheizungen","Gas",54054,"Anzahl Heizsysteme","Amt für Abfall, Wasser, Energie und Luft des Kantons Zürich"
2022,"Kanton Zürich","G5","Bestand an Öl- und Gasheizungen","Oel",53073,"Anzahl Heizsysteme","Amt für Abfall, Wasser, Energie und Luft des Kantons Zürich"
2022,"Kanton Zürich","G5","Bestand an Öl- und Gasheizungen","Gas",53185,"Anzahl Heizsysteme","Amt für Abfall, Wasser, Energie und Luft des Kantons Zürich"
2023,"Kanton Zürich","G5","Bestand an Öl- und Gasheizungen","Oel",49588,"Anzahl Heizsysteme","Amt für Abfall, Wasser, Energie und Luft des Kantons Zürich"
2023,"Kanton Zürich","G5","Bestand an Öl- und Gasheizungen","Gas",50753,"Anzahl Heizsysteme","Amt für Abfall, Wasser, Energie und Luft des Kantons Zürich"
