"Jahr","Gebiet","Indikator_ID","Indikator_Name","Variable","Wert","Einheit","Datenquelle"
2015,"Kanton Zürich","KV3","Durchschnittliche CO₂-Emissionen der kantonalen Fahrzeugflotte","Personenwagen (M1)",215,"g CO₂eq/km","Kanton Zürich: Monitoringbericht Beschaffung kantonale Fahrzeugflotte"
2016,"Kanton Zürich","KV3","Durchschnittliche CO₂-Emissionen der kantonalen Fahrzeugflotte","Personenwagen (M1)",209,"g CO₂eq/km","Kanton Zürich: Monitoringbericht Beschaffung kantonale Fahrzeugflotte"
2017,"Kanton Zürich","KV3","Durchschnittliche CO₂-Emissionen der kantonalen Fahrzeugflotte","Personenwagen (M1)",210,"g CO₂eq/km","Kanton Zürich: Monitoringbericht Beschaffung kantonale Fahrzeugflotte"
2018,"Kanton Zürich","KV3","Durchschnittliche CO₂-Emissionen der kantonalen Fahrzeugflotte","Personenwagen (M1)",205,"g CO₂eq/km","Kanton Zürich: Monitoringbericht Beschaffung kantonale Fahrzeugflotte"
2019,"Kanton Zürich","KV3","Durchschnittliche CO₂-Emissionen der kantonalen Fahrzeugflotte","Personenwagen (M1)",203,"g CO₂eq/km","Kanton Zürich: Monitoringbericht Beschaffung kantonale Fahrzeugflotte"
2020,"Kanton Zürich","KV3","Durchschnittliche CO₂-Emissionen der kantonalen Fahrzeugflotte","Personenwagen (M1)",181,"g CO₂eq/km","Kanton Zürich: Monitoringbericht Beschaffung kantonale Fahrzeugflotte"
2021,"Kanton Zürich","KV3","Durchschnittliche CO₂-Emissionen der kantonalen Fahrzeugflotte","Personenwagen (M1)",181,"g CO₂eq/km","Kanton Zürich: Monitoringbericht Beschaffung kantonale Fahrzeugflotte"
2022,"Kanton Zürich","KV3","Durchschnittliche CO₂-Emissionen der kantonalen Fahrzeugflotte","Personenwagen (M1)",182,"g CO₂eq/km","Kanton Zürich: Monitoringbericht Beschaffung kantonale Fahrzeugflotte"
2023,"Kanton Zürich","KV3","Durchschnittliche CO₂-Emissionen der kantonalen Fahrzeugflotte","Personenwagen (M1)",175,"g CO₂eq/km","Kanton Zürich: Monitoringbericht Beschaffung kantonale Fahrzeugflotte"
2015,"Kanton Zürich","KV3","Durchschnittliche CO₂-Emissionen der kantonalen Fahrzeugflotte","Lieferwagen (N1)",279,"g CO₂eq/km","Kanton Zürich: Monitoringbericht Beschaffung kantonale Fahrzeugflotte"
2016,"Kanton Zürich","KV3","Durchschnittliche CO₂-Emissionen der kantonalen Fahrzeugflotte","Lieferwagen (N1)",266,"g CO₂eq/km","Kanton Zürich: Monitoringbericht Beschaffung kantonale Fahrzeugflotte"
2017,"Kanton Zürich","KV3","Durchschnittliche CO₂-Emissionen der kantonalen Fahrzeugflotte","Lieferwagen (N1)",289,"g CO₂eq/km","Kanton Zürich: Monitoringbericht Beschaffung kantonale Fahrzeugflotte"
2018,"Kanton Zürich","KV3","Durchschnittliche CO₂-Emissionen der kantonalen Fahrzeugflotte","Lieferwagen (N1)",288,"g CO₂eq/km","Kanton Zürich: Monitoringbericht Beschaffung kantonale Fahrzeugflotte"
2019,"Kanton Zürich","KV3","Durchschnittliche CO₂-Emissionen der kantonalen Fahrzeugflotte","Lieferwagen (N1)",260,"g CO₂eq/km","Kanton Zürich: Monitoringbericht Beschaffung kantonale Fahrzeugflotte"
2020,"Kanton Zürich","KV3","Durchschnittliche CO₂-Emissionen der kantonalen Fahrzeugflotte","Lieferwagen (N1)",223,"g CO₂eq/km","Kanton Zürich: Monitoringbericht Beschaffung kantonale Fahrzeugflotte"
2021,"Kanton Zürich","KV3","Durchschnittliche CO₂-Emissionen der kantonalen Fahrzeugflotte","Lieferwagen (N1)",232,"g CO₂eq/km","Kanton Zürich: Monitoringbericht Beschaffung kantonale Fahrzeugflotte"
2022,"Kanton Zürich","KV3","Durchschnittliche CO₂-Emissionen der kantonalen Fahrzeugflotte","Lieferwagen (N1)",240,"g CO₂eq/km","Kanton Zürich: Monitoringbericht Beschaffung kantonale Fahrzeugflotte"
2023,"Kanton Zürich","KV3","Durchschnittliche CO₂-Emissionen der kantonalen Fahrzeugflotte","Lieferwagen (N1)",229,"g CO₂eq/km","Kanton Zürich: Monitoringbericht Beschaffung kantonale Fahrzeugflotte"
2015,"Kanton Zürich","KV3","Durchschnittliche CO₂-Emissionen der kantonalen Fahrzeugflotte","Lastwagen (N2/N3)",684,"g CO₂eq/km","Kanton Zürich: Monitoringbericht Beschaffung kantonale Fahrzeugflotte"
2016,"Kanton Zürich","KV3","Durchschnittliche CO₂-Emissionen der kantonalen Fahrzeugflotte","Lastwagen (N2/N3)",597,"g CO₂eq/km","Kanton Zürich: Monitoringbericht Beschaffung kantonale Fahrzeugflotte"
2017,"Kanton Zürich","KV3","Durchschnittliche CO₂-Emissionen der kantonalen Fahrzeugflotte","Lastwagen (N2/N3)",695,"g CO₂eq/km","Kanton Zürich: Monitoringbericht Beschaffung kantonale Fahrzeugflotte"
2018,"Kanton Zürich","KV3","Durchschnittliche CO₂-Emissionen der kantonalen Fahrzeugflotte","Lastwagen (N2/N3)",616,"g CO₂eq/km","Kanton Zürich: Monitoringbericht Beschaffung kantonale Fahrzeugflotte"
2019,"Kanton Zürich","KV3","Durchschnittliche CO₂-Emissionen der kantonalen Fahrzeugflotte","Lastwagen (N2/N3)",536,"g CO₂eq/km","Kanton Zürich: Monitoringbericht Beschaffung kantonale Fahrzeugflotte"
2020,"Kanton Zürich","KV3","Durchschnittliche CO₂-Emissionen der kantonalen Fahrzeugflotte","Lastwagen (N2/N3)",479,"g CO₂eq/km","Kanton Zürich: Monitoringbericht Beschaffung kantonale Fahrzeugflotte"
2021,"Kanton Zürich","KV3","Durchschnittliche CO₂-Emissionen der kantonalen Fahrzeugflotte","Lastwagen (N2/N3)",533,"g CO₂eq/km","Kanton Zürich: Monitoringbericht Beschaffung kantonale Fahrzeugflotte"
2022,"Kanton Zürich","KV3","Durchschnittliche CO₂-Emissionen der kantonalen Fahrzeugflotte","Lastwagen (N2/N3)",568,"g CO₂eq/km","Kanton Zürich: Monitoringbericht Beschaffung kantonale Fahrzeugflotte"
2023,"Kanton Zürich","KV3","Durchschnittliche CO₂-Emissionen der kantonalen Fahrzeugflotte","Lastwagen (N2/N3)",521,"g CO₂eq/km","Kanton Zürich: Monitoringbericht Beschaffung kantonale Fahrzeugflotte"
2015,"Kanton Zürich","KV3","Durchschnittliche CO₂-Emissionen der kantonalen Fahrzeugflotte","Personenwagen (M1)",0.18251273344652,"Prozent (%)","Kanton Zürich: Monitoringbericht Beschaffung kantonale Fahrzeugflotte"
2016,"Kanton Zürich","KV3","Durchschnittliche CO₂-Emissionen der kantonalen Fahrzeugflotte","Personenwagen (M1)",0.194962686567164,"Prozent (%)","Kanton Zürich: Monitoringbericht Beschaffung kantonale Fahrzeugflotte"
2017,"Kanton Zürich","KV3","Durchschnittliche CO₂-Emissionen der kantonalen Fahrzeugflotte","Personenwagen (M1)",0.175879396984925,"Prozent (%)","Kanton Zürich: Monitoringbericht Beschaffung kantonale Fahrzeugflotte"
2018,"Kanton Zürich","KV3","Durchschnittliche CO₂-Emissionen der kantonalen Fahrzeugflotte","Personenwagen (M1)",0.184851217312895,"Prozent (%)","Kanton Zürich: Monitoringbericht Beschaffung kantonale Fahrzeugflotte"
2019,"Kanton Zürich","KV3","Durchschnittliche CO₂-Emissionen der kantonalen Fahrzeugflotte","Personenwagen (M1)",0.203203203203203,"Prozent (%)","Kanton Zürich: Monitoringbericht Beschaffung kantonale Fahrzeugflotte"
2020,"Kanton Zürich","KV3","Durchschnittliche CO₂-Emissionen der kantonalen Fahrzeugflotte","Personenwagen (M1)",0.204983012457531,"Prozent (%)","Kanton Zürich: Monitoringbericht Beschaffung kantonale Fahrzeugflotte"
