"Jahr","Gebiet","Indikator_ID","Indikator_Name","Variable","Wert","Einheit","Datenquelle"
"2005","Schweiz","M3","Antriebsart bei Personenwagen - Neuzulassungen","fossiler Treibstoff",259676,"Anzahl Neuzulassungen PW [Anz.] [Anz.]","Neue Inverkehrsetzungen von Strassenfahrzeugen (IVS), Bundesamt für Strassen (ASTRA) - IVZ-Fahrzeuge"
"2005","Schweiz","M3","Antriebsart bei Personenwagen - Neuzulassungen","fossiler Treibstoff",0.996140891967992,"Anzahl Neuzulassungen PW [Anz.] [%]","Neue Inverkehrsetzungen von Strassenfahrzeugen (IVS), Bundesamt für Strassen (ASTRA) - IVZ-Fahrzeuge"
"2005","Schweiz","M3","Antriebsart bei Personenwagen - Neuzulassungen","fossilfreier Treibstoff",1006,"Anzahl Neuzulassungen PW [Anz.] [Anz.]","Neue Inverkehrsetzungen von Strassenfahrzeugen (IVS), Bundesamt für Strassen (ASTRA) - IVZ-Fahrzeuge"
"2005","Schweiz","M3","Antriebsart bei Personenwagen - Neuzulassungen","fossilfreier Treibstoff",0.00385910803200835,"Anzahl Neuzulassungen PW [Anz.] [%]","Neue Inverkehrsetzungen von Strassenfahrzeugen (IVS), Bundesamt für Strassen (ASTRA) - IVZ-Fahrzeuge"
"2005","Kanton Zürich","M3","Antriebsart bei Personenwagen - Neuzulassungen","fossiler Treibstoff",50048,"Anzahl Neuzulassungen PW [Anz.] [Anz.]","Neue Inverkehrsetzungen von Strassenfahrzeugen (IVS), Bundesamt für Strassen (ASTRA) - IVZ-Fahrzeuge"
"2005","Kanton Zürich","M3","Antriebsart bei Personenwagen - Neuzulassungen","fossiler Treibstoff",0.990265136525524,"Anzahl Neuzulassungen PW [Anz.] [%]","Neue Inverkehrsetzungen von Strassenfahrzeugen (IVS), Bundesamt für Strassen (ASTRA) - IVZ-Fahrzeuge"
"2005","Kanton Zürich","M3","Antriebsart bei Personenwagen - Neuzulassungen","fossilfreier Treibstoff",492,"Anzahl Neuzulassungen PW [Anz.] [Anz.]","Neue Inverkehrsetzungen von Strassenfahrzeugen (IVS), Bundesamt für Strassen (ASTRA) - IVZ-Fahrzeuge"
"2005","Kanton Zürich","M3","Antriebsart bei Personenwagen - Neuzulassungen","fossilfreier Treibstoff",0.00973486347447566,"Anzahl Neuzulassungen PW [Anz.] [%]","Neue Inverkehrsetzungen von Strassenfahrzeugen (IVS), Bundesamt für Strassen (ASTRA) - IVZ-Fahrzeuge"
"2006","Schweiz","M3","Antriebsart bei Personenwagen - Neuzulassungen","fossiler Treibstoff",267728,"Anzahl Neuzulassungen PW [Anz.] [Anz.]","Neue Inverkehrsetzungen von Strassenfahrzeugen (IVS), Bundesamt für Strassen (ASTRA) - IVZ-Fahrzeuge"
"2006","Schweiz","M3","Antriebsart bei Personenwagen - Neuzulassungen","fossiler Treibstoff",0.992511529279179,"Anzahl Neuzulassungen PW [Anz.] [%]","Neue Inverkehrsetzungen von Strassenfahrzeugen (IVS), Bundesamt für Strassen (ASTRA) - IVZ-Fahrzeuge"
