"Jahr","Gebiet","Indikator_ID","Indikator_Name","Variable","Wert","Einheit","Datenquelle"
2010,"Kanton Zürich","KV2","Erzeugter Strom mit Photovoltaik auf kantonalen Gebäuden (Mietermodell)","Eigentum",11545,"kWh","Immobilienamt des Kantons Zürich"
2011,"Kanton Zürich","KV2","Erzeugter Strom mit Photovoltaik auf kantonalen Gebäuden (Mietermodell)","Eigentum",12243,"kWh","Immobilienamt des Kantons Zürich"
2012,"Kanton Zürich","KV2","Erzeugter Strom mit Photovoltaik auf kantonalen Gebäuden (Mietermodell)","Eigentum",8127,"kWh","Immobilienamt des Kantons Zürich"
2013,"Kanton Zürich","KV2","Erzeugter Strom mit Photovoltaik auf kantonalen Gebäuden (Mietermodell)","Eigentum",9542,"kWh","Immobilienamt des Kantons Zürich"
2014,"Kanton Zürich","KV2","Erzeugter Strom mit Photovoltaik auf kantonalen Gebäuden (Mietermodell)","Eigentum",11679,"kWh","Immobilienamt des Kantons Zürich"
2015,"Kanton Zürich","KV2","Erzeugter Strom mit Photovoltaik auf kantonalen Gebäuden (Mietermodell)","Eigentum",264873,"kWh","Immobilienamt des Kantons Zürich"
2016,"Kanton Zürich","KV2","Erzeugter Strom mit Photovoltaik auf kantonalen Gebäuden (Mietermodell)","Eigentum",226721,"kWh","Immobilienamt des Kantons Zürich"
2017,"Kanton Zürich","KV2","Erzeugter Strom mit Photovoltaik auf kantonalen Gebäuden (Mietermodell)","Eigentum",283563,"kWh","Immobilienamt des Kantons Zürich"
2018,"Kanton Zürich","KV2","Erzeugter Strom mit Photovoltaik auf kantonalen Gebäuden (Mietermodell)","Eigentum",371209,"kWh","Immobilienamt des Kantons Zürich"
2019,"Kanton Zürich","KV2","Erzeugter Strom mit Photovoltaik auf kantonalen Gebäuden (Mietermodell)","Eigentum",790329,"kWh","Immobilienamt des Kantons Zürich"
2020,"Kanton Zürich","KV2","Erzeugter Strom mit Photovoltaik auf kantonalen Gebäuden (Mietermodell)","Eigentum",961105,"kWh","Immobilienamt des Kantons Zürich"
2021,"Kanton Zürich","KV2","Erzeugter Strom mit Photovoltaik auf kantonalen Gebäuden (Mietermodell)","Eigentum",2000379,"kWh","Immobilienamt des Kantons Zürich"
2022,"Kanton Zürich","KV2","Erzeugter Strom mit Photovoltaik auf kantonalen Gebäuden (Mietermodell)","Eigentum",3238597,"kWh","Immobilienamt des Kantons Zürich"
2010,"Kanton Zürich","KV2","Erzeugter Strom mit Photovoltaik auf kantonalen Gebäuden (Mietermodell)","Contracting",15262,"kWh","Immobilienamt des Kantons Zürich"
2011,"Kanton Zürich","KV2","Erzeugter Strom mit Photovoltaik auf kantonalen Gebäuden (Mietermodell)","Contracting",59506,"kWh","Immobilienamt des Kantons Zürich"
2012,"Kanton Zürich","KV2","Erzeugter Strom mit Photovoltaik auf kantonalen Gebäuden (Mietermodell)","Contracting",163691,"kWh","Immobilienamt des Kantons Zürich"
2013,"Kanton Zürich","KV2","Erzeugter Strom mit Photovoltaik auf kantonalen Gebäuden (Mietermodell)","Contracting",152002,"kWh","Immobilienamt des Kantons Zürich"
2014,"Kanton Zürich","KV2","Erzeugter Strom mit Photovoltaik auf kantonalen Gebäuden (Mietermodell)","Contracting",249625,"kWh","Immobilienamt des Kantons Zürich"
2015,"Kanton Zürich","KV2","Erzeugter Strom mit Photovoltaik auf kantonalen Gebäuden (Mietermodell)","Contracting",275820,"kWh","Immobilienamt des Kantons Zürich"
2016,"Kanton Zürich","KV2","Erzeugter Strom mit Photovoltaik auf kantonalen Gebäuden (Mietermodell)","Contracting",259188,"kWh","Immobilienamt des Kantons Zürich"
2017,"Kanton Zürich","KV2","Erzeugter Strom mit Photovoltaik auf kantonalen Gebäuden (Mietermodell)","Contracting",296056,"kWh","Immobilienamt des Kantons Zürich"
2018,"Kanton Zürich","KV2","Erzeugter Strom mit Photovoltaik auf kantonalen Gebäuden (Mietermodell)","Contracting",434422,"kWh","Immobilienamt des Kantons Zürich"
2019,"Kanton Zürich","KV2","Erzeugter Strom mit Photovoltaik auf kantonalen Gebäuden (Mietermodell)","Contracting",433520,"kWh","Immobilienamt des Kantons Zürich"
2020,"Kanton Zürich","KV2","Erzeugter Strom mit Photovoltaik auf kantonalen Gebäuden (Mietermodell)","Contracting",425782,"kWh","Immobilienamt des Kantons Zürich"
2021,"Kanton Zürich","KV2","Erzeugter Strom mit Photovoltaik auf kantonalen Gebäuden (Mietermodell)","Contracting",372326,"kWh","Immobilienamt des Kantons Zürich"
2022,"Kanton Zürich","KV2","Erzeugter Strom mit Photovoltaik auf kantonalen Gebäuden (Mietermodell)","Contracting",303348,"kWh","Immobilienamt des Kantons Zürich"
