"Jahr","Gebiet","Indikator_ID","Indikator_Name","Variable","Wert","Einheit","Datenquelle"
"2005","Schweiz","M1","Antrieb bei Personenwagen im Fahrzeugbestand","Andere",3015,"Personenwagen [Anz.]","Strassenfahrzeugbestand MFZ, Bundesamt für Strassen (ASTRA) - IVZ-Fahrzeuge"
"2005","Schweiz","M1","Antrieb bei Personenwagen im Fahrzeugbestand","Andere",0.000780796396786485,"Prozent (%)","Strassenfahrzeugbestand MFZ, Bundesamt für Strassen (ASTRA) - IVZ-Fahrzeuge"
"2005","Schweiz","M1","Antrieb bei Personenwagen im Fahrzeugbestand","Benzin, Diesel",3856193,"Personenwagen [Anz.]","Strassenfahrzeugbestand MFZ, Bundesamt für Strassen (ASTRA) - IVZ-Fahrzeuge"
"2005","Schweiz","M1","Antrieb bei Personenwagen im Fahrzeugbestand","Benzin, Diesel",0.998640663254815,"Prozent (%)","Strassenfahrzeugbestand MFZ, Bundesamt für Strassen (ASTRA) - IVZ-Fahrzeuge"
"2005","Schweiz","M1","Antrieb bei Personenwagen im Fahrzeugbestand","Elektrisch",592,"Personenwagen [Anz.]","Strassenfahrzeugbestand MFZ, Bundesamt für Strassen (ASTRA) - IVZ-Fahrzeuge"
"2005","Schweiz","M1","Antrieb bei Personenwagen im Fahrzeugbestand","Elektrisch",0.000153310602619436,"Prozent (%)","Strassenfahrzeugbestand MFZ, Bundesamt für Strassen (ASTRA) - IVZ-Fahrzeuge"
"2005","Schweiz","M1","Antrieb bei Personenwagen im Fahrzeugbestand","Gas",1187,"Personenwagen [Anz.]","Strassenfahrzeugbestand MFZ, Bundesamt für Strassen (ASTRA) - IVZ-Fahrzeuge"
"2005","Schweiz","M1","Antrieb bei Personenwagen im Fahrzeugbestand","Gas",0.00030739811707647,"Prozent (%)","Strassenfahrzeugbestand MFZ, Bundesamt für Strassen (ASTRA) - IVZ-Fahrzeuge"
"2005","Schweiz","M1","Antrieb bei Personenwagen im Fahrzeugbestand","Hybrid",453,"Personenwagen [Anz.]","Strassenfahrzeugbestand MFZ, Bundesamt für Strassen (ASTRA) - IVZ-Fahrzeuge"
"2005","Schweiz","M1","Antrieb bei Personenwagen im Fahrzeugbestand","Hybrid",0.000117313687477372,"Prozent (%)","Strassenfahrzeugbestand MFZ, Bundesamt für Strassen (ASTRA) - IVZ-Fahrzeuge"
"2005","Schweiz","M1","Antrieb bei Personenwagen im Fahrzeugbestand","PlugIn-Hybrid",0,"Personenwagen [Anz.]","Strassenfahrzeugbestand MFZ, Bundesamt für Strassen (ASTRA) - IVZ-Fahrzeuge"
"2005","Schweiz","M1","Antrieb bei Personenwagen im Fahrzeugbestand","PlugIn-Hybrid",0,"Prozent (%)","Strassenfahrzeugbestand MFZ, Bundesamt für Strassen (ASTRA) - IVZ-Fahrzeuge"
"2005","Schweiz","M1","Antrieb bei Personenwagen im Fahrzeugbestand","Wasserstoff",2,"Personenwagen [Anz.]","Strassenfahrzeugbestand MFZ, Bundesamt für Strassen (ASTRA) - IVZ-Fahrzeuge"
"2005","Schweiz","M1","Antrieb bei Personenwagen im Fahrzeugbestand","Wasserstoff",5.17941225065662e-07,"Prozent (%)","Strassenfahrzeugbestand MFZ, Bundesamt für Strassen (ASTRA) - IVZ-Fahrzeuge"
"2006","Schweiz","M1","Antrieb bei Personenwagen im Fahrzeugbestand","Andere",2246,"Personenwagen [Anz.]","Strassenfahrzeugbestand MFZ, Bundesamt für Strassen (ASTRA) - IVZ-Fahrzeuge"
"2006","Schweiz","M1","Antrieb bei Personenwagen im Fahrzeugbestand","Andere",0.000575895368580728,"Prozent (%)","Strassenfahrzeugbestand MFZ, Bundesamt für Strassen (ASTRA) - IVZ-Fahrzeuge"
"2006","Schweiz","M1","Antrieb bei Personenwagen im Fahrzeugbestand","Benzin, Diesel",3893294,"Personenwagen [Anz.]","Strassenfahrzeugbestand MFZ, Bundesamt für Strassen (ASTRA) - IVZ-Fahrzeuge"
"2006","Schweiz","M1","Antrieb bei Personenwagen im Fahrzeugbestand","Benzin, Diesel",0.998276929262305,"Prozent (%)","Strassenfahrzeugbestand MFZ, Bundesamt für Strassen (ASTRA) - IVZ-Fahrzeuge"
"2006","Schweiz","M1","Antrieb bei Personenwagen im Fahrzeugbestand","Elektrisch",562,"Personenwagen [Anz.]","Strassenfahrzeugbestand MFZ, Bundesamt für Strassen (ASTRA) - IVZ-Fahrzeuge"
"2006","Schweiz","M1","Antrieb bei Personenwagen im Fahrzeugbestand","Elektrisch",0.000144102046813165,"Prozent (%)","Strassenfahrzeugbestand MFZ, Bundesamt für Strassen (ASTRA) - IVZ-Fahrzeuge"
"2006","Schweiz","M1","Antrieb bei Personenwagen im Fahrzeugbestand","Gas",2009,"Personenwagen [Anz.]","Strassenfahrzeugbestand MFZ, Bundesamt für Strassen (ASTRA) - IVZ-Fahrzeuge"
"2006","Schweiz","M1","Antrieb bei Personenwagen im Fahrzeugbestand","Gas",0.000515126355956671,"Prozent (%)","Strassenfahrzeugbestand MFZ, Bundesamt für Strassen (ASTRA) - IVZ-Fahrzeuge"
