"Jahr","Gebiet","Indikator_ID","Indikator_Name","Variable","Wert","Einheit","Datenquelle"
1990,"Kanton Zürich","G3","Energiebedarf bei reinen Wohnbauten nach Bauperiode","Bauperiode bis 1920",186,"kWh/m²","Amt für Abfall, Wasser, Energie und Luft des Kantons Zürich"
1990,"Kanton Zürich","G3","Energiebedarf bei reinen Wohnbauten nach Bauperiode","Bauperiode 1920 bis 1960",215,"kWh/m²","Amt für Abfall, Wasser, Energie und Luft des Kantons Zürich"
1990,"Kanton Zürich","G3","Energiebedarf bei reinen Wohnbauten nach Bauperiode","Bauperiode 1961 bis 1980",222,"kWh/m²","Amt für Abfall, Wasser, Energie und Luft des Kantons Zürich"
1990,"Kanton Zürich","G3","Energiebedarf bei reinen Wohnbauten nach Bauperiode","Bauperiode 1981 bis 1990",167,"kWh/m²","Amt für Abfall, Wasser, Energie und Luft des Kantons Zürich"
2006,"Kanton Zürich","G3","Energiebedarf bei reinen Wohnbauten nach Bauperiode","Bauperiode bis 1920",149,"kWh/m²","Amt für Abfall, Wasser, Energie und Luft des Kantons Zürich"
2006,"Kanton Zürich","G3","Energiebedarf bei reinen Wohnbauten nach Bauperiode","Bauperiode 1920 bis 1960",167,"kWh/m²","Amt für Abfall, Wasser, Energie und Luft des Kantons Zürich"
2006,"Kanton Zürich","G3","Energiebedarf bei reinen Wohnbauten nach Bauperiode","Bauperiode 1961 bis 1980",176,"kWh/m²","Amt für Abfall, Wasser, Energie und Luft des Kantons Zürich"
2006,"Kanton Zürich","G3","Energiebedarf bei reinen Wohnbauten nach Bauperiode","Bauperiode 1981 bis 1990",140,"kWh/m²","Amt für Abfall, Wasser, Energie und Luft des Kantons Zürich"
2006,"Kanton Zürich","G3","Energiebedarf bei reinen Wohnbauten nach Bauperiode","Bauperiode 1991 bis 2000",104,"kWh/m²","Amt für Abfall, Wasser, Energie und Luft des Kantons Zürich"
2006,"Kanton Zürich","G3","Energiebedarf bei reinen Wohnbauten nach Bauperiode","Bauperiode 2001 bis 2010",94,"kWh/m²","Amt für Abfall, Wasser, Energie und Luft des Kantons Zürich"
2016,"Kanton Zürich","G3","Energiebedarf bei reinen Wohnbauten nach Bauperiode","Bauperiode bis 1920",121,"kWh/m²","Amt für Abfall, Wasser, Energie und Luft des Kantons Zürich"
2016,"Kanton Zürich","G3","Energiebedarf bei reinen Wohnbauten nach Bauperiode","Bauperiode 1920 bis 1960",137,"kWh/m²","Amt für Abfall, Wasser, Energie und Luft des Kantons Zürich"
2016,"Kanton Zürich","G3","Energiebedarf bei reinen Wohnbauten nach Bauperiode","Bauperiode 1961 bis 1980",136,"kWh/m²","Amt für Abfall, Wasser, Energie und Luft des Kantons Zürich"
2016,"Kanton Zürich","G3","Energiebedarf bei reinen Wohnbauten nach Bauperiode","Bauperiode 1981 bis 1990",110,"kWh/m²","Amt für Abfall, Wasser, Energie und Luft des Kantons Zürich"
2016,"Kanton Zürich","G3","Energiebedarf bei reinen Wohnbauten nach Bauperiode","Bauperiode 1991 bis 2000",90,"kWh/m²","Amt für Abfall, Wasser, Energie und Luft des Kantons Zürich"
2016,"Kanton Zürich","G3","Energiebedarf bei reinen Wohnbauten nach Bauperiode","Bauperiode 2001 bis 2010",94,"kWh/m²","Amt für Abfall, Wasser, Energie und Luft des Kantons Zürich"
2016,"Kanton Zürich","G3","Energiebedarf bei reinen Wohnbauten nach Bauperiode","Bauperiode ab 2011",95,"kWh/m²","Amt für Abfall, Wasser, Energie und Luft des Kantons Zürich"
