"Jahr","Gebiet","Indikator_ID","Indikator_Name","Variable","Wert","Einheit","Datenquelle"
2024,"Schweiz","LF1","Nutztiere - Anzahl Rindvieh","Anzahl Rindvieh",1533483,"Anzahl Rinder (Absolut)","Landwirtschaftliche Strukturerhebung STRU (BFS)"
2024,"Schweiz","LF1","Nutztiere - Anzahl Rindvieh","Anzahl Rindvieh",0.169426371299882,"Anzahl Rinder pro Person","Landwirtschaftliche Strukturerhebung STRU (BFS)"
2023,"Schweiz","LF1","Nutztiere - Anzahl Rindvieh","Anzahl Rindvieh",1528595,"Anzahl Rinder (Absolut)","Landwirtschaftliche Strukturerhebung STRU (BFS)"
2023,"Schweiz","LF1","Nutztiere - Anzahl Rindvieh","Anzahl Rindvieh",0.170559138110061,"Anzahl Rinder pro Person","Landwirtschaftliche Strukturerhebung STRU (BFS)"
2022,"Schweiz","LF1","Nutztiere - Anzahl Rindvieh","Anzahl Rindvieh",1525270,"Anzahl Rinder (Absolut)","Landwirtschaftliche Strukturerhebung STRU (BFS)"
2022,"Schweiz","LF1","Nutztiere - Anzahl Rindvieh","Anzahl Rindvieh",0.173023639920435,"Anzahl Rinder pro Person","Landwirtschaftliche Strukturerhebung STRU (BFS)"
2021,"Schweiz","LF1","Nutztiere - Anzahl Rindvieh","Anzahl Rindvieh",1513701,"Anzahl Rinder (Absolut)","Landwirtschaftliche Strukturerhebung STRU (BFS)"
2021,"Schweiz","LF1","Nutztiere - Anzahl Rindvieh","Anzahl Rindvieh",0.173216295022961,"Anzahl Rinder pro Person","Landwirtschaftliche Strukturerhebung STRU (BFS)"
2020,"Schweiz","LF1","Nutztiere - Anzahl Rindvieh","Anzahl Rindvieh",1515123,"Anzahl Rinder (Absolut)","Landwirtschaftliche Strukturerhebung STRU (BFS)"
2020,"Schweiz","LF1","Nutztiere - Anzahl Rindvieh","Anzahl Rindvieh",0.174748624615065,"Anzahl Rinder pro Person","Landwirtschaftliche Strukturerhebung STRU (BFS)"
2019,"Schweiz","LF1","Nutztiere - Anzahl Rindvieh","Anzahl Rindvieh",1524820,"Anzahl Rinder (Absolut)","Landwirtschaftliche Strukturerhebung STRU (BFS)"
2019,"Schweiz","LF1","Nutztiere - Anzahl Rindvieh","Anzahl Rindvieh",0.177180357082061,"Anzahl Rinder pro Person","Landwirtschaftliche Strukturerhebung STRU (BFS)"
2018,"Schweiz","LF1","Nutztiere - Anzahl Rindvieh","Anzahl Rindvieh",1543345,"Anzahl Rinder (Absolut)","Landwirtschaftliche Strukturerhebung STRU (BFS)"
2018,"Schweiz","LF1","Nutztiere - Anzahl Rindvieh","Anzahl Rindvieh",0.180623807496892,"Anzahl Rinder pro Person","Landwirtschaftliche Strukturerhebung STRU (BFS)"
2017,"Schweiz","LF1","Nutztiere - Anzahl Rindvieh","Anzahl Rindvieh",1544612,"Anzahl Rinder (Absolut)","Landwirtschaftliche Strukturerhebung STRU (BFS)"
