"Jahr","Gebiet","Indikator_ID","Indikator_Name","Variable","Wert","Einheit","Datenquelle"
2010,"Kanton Zürich","EV2","Stromproduktion aus erneuerbaren Energieträgern","Strom aus erneuerbaren Energieträgern",1009943,"Megawattstunden (MWh)","Amt für Abfall, Wasser, Energie und Luft des Kantons Zürich"
2010,"Kanton Zürich","EV2","Stromproduktion aus erneuerbaren Energieträgern","Strom aus erneuerbaren Energieträgern",0.737819088237916,"Megawattstunden pro Person (MWh/Person)","Amt für Abfall, Wasser, Energie und Luft des Kantons Zürich"
2011,"Kanton Zürich","EV2","Stromproduktion aus erneuerbaren Energieträgern","Strom aus erneuerbaren Energieträgern",1038885,"Megawattstunden (MWh)","Amt für Abfall, Wasser, Energie und Luft des Kantons Zürich"
2011,"Kanton Zürich","EV2","Stromproduktion aus erneuerbaren Energieträgern","Strom aus erneuerbaren Energieträgern",0.746113174700301,"Megawattstunden pro Person (MWh/Person)","Amt für Abfall, Wasser, Energie und Luft des Kantons Zürich"
2012,"Kanton Zürich","EV2","Stromproduktion aus erneuerbaren Energieträgern","Strom aus erneuerbaren Energieträgern",1132182,"Megawattstunden (MWh)","Amt für Abfall, Wasser, Energie und Luft des Kantons Zürich"
2012,"Kanton Zürich","EV2","Stromproduktion aus erneuerbaren Energieträgern","Strom aus erneuerbaren Energieträgern",0.803778286566211,"Megawattstunden pro Person (MWh/Person)","Amt für Abfall, Wasser, Energie und Luft des Kantons Zürich"
2013,"Kanton Zürich","EV2","Stromproduktion aus erneuerbaren Energieträgern","Strom aus erneuerbaren Energieträgern",1199491,"Megawattstunden (MWh)","Amt für Abfall, Wasser, Energie und Luft des Kantons Zürich"
2013,"Kanton Zürich","EV2","Stromproduktion aus erneuerbaren Energieträgern","Strom aus erneuerbaren Energieträgern",0.841430393297127,"Megawattstunden pro Person (MWh/Person)","Amt für Abfall, Wasser, Energie und Luft des Kantons Zürich"
2014,"Kanton Zürich","EV2","Stromproduktion aus erneuerbaren Energieträgern","Strom aus erneuerbaren Energieträgern",1296158,"Megawattstunden (MWh)","Amt für Abfall, Wasser, Energie und Luft des Kantons Zürich"
2014,"Kanton Zürich","EV2","Stromproduktion aus erneuerbaren Energieträgern","Strom aus erneuerbaren Energieträgern",0.896155436359287,"Megawattstunden pro Person (MWh/Person)","Amt für Abfall, Wasser, Energie und Luft des Kantons Zürich"
2015,"Kanton Zürich","EV2","Stromproduktion aus erneuerbaren Energieträgern","Strom aus erneuerbaren Energieträgern",1315534,"Megawattstunden (MWh)","Amt für Abfall, Wasser, Energie und Luft des Kantons Zürich"
2015,"Kanton Zürich","EV2","Stromproduktion aus erneuerbaren Energieträgern","Strom aus erneuerbaren Energieträgern",0.89710342984021,"Megawattstunden pro Person (MWh/Person)","Amt für Abfall, Wasser, Energie und Luft des Kantons Zürich"
2016,"Kanton Zürich","EV2","Stromproduktion aus erneuerbaren Energieträgern","Strom aus erneuerbaren Energieträgern",1376920,"Megawattstunden (MWh)","Amt für Abfall, Wasser, Energie und Luft des Kantons Zürich"
2016,"Kanton Zürich","EV2","Stromproduktion aus erneuerbaren Energieträgern","Strom aus erneuerbaren Energieträgern",0.925368740881026,"Megawattstunden pro Person (MWh/Person)","Amt für Abfall, Wasser, Energie und Luft des Kantons Zürich"
2017,"Kanton Zürich","EV2","Stromproduktion aus erneuerbaren Energieträgern","Strom aus erneuerbaren Energieträgern",1408265,"Megawattstunden (MWh)","Amt für Abfall, Wasser, Energie und Luft des Kantons Zürich"
2017,"Kanton Zürich","EV2","Stromproduktion aus erneuerbaren Energieträgern","Strom aus erneuerbaren Energieträgern",0.936131049638846,"Megawattstunden pro Person (MWh/Person)","Amt für Abfall, Wasser, Energie und Luft des Kantons Zürich"
2018,"Kanton Zürich","EV2","Stromproduktion aus erneuerbaren Energieträgern","Strom aus erneuerbaren Energieträgern",1408935,"Megawattstunden (MWh)","Amt für Abfall, Wasser, Energie und Luft des Kantons Zürich"
